source,timestamp,total_records,scraper_version,name,address,latitude,longitude,category,phone,website,rating,features,scraped_at
OpenStreetMapScraper,,,,Snack Shack,"Pali Junction, Dr BR Ambedkar Road, Bandra West, 400050",19.0625682,72.8296368,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Poco Loco,"5, Pali Junction, Dr BR Ambedkar Road, Bandra West, 400050",19.062482,72.8297133,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Out of the Blue,,19.0718264,72.825446,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Ganga Vihar Restaurant,"T.H. Karatia Marg, Mogul lane, 400016",19.0310254,72.845472,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Dakshin,,19.0657165,72.8308387,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Mini Punjab,,19.0653282,72.8312029,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,TISS Dining Hall,,19.0431931,72.9119332,restaurant,,https://www.tiss.edu/view/6/OIA/Support/on-campus-facilities/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,House of Mandarin,Hill Road,19.0549394,72.8266649,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jhunka-Bhakar,,19.0611089,72.8460792,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Metro Pizza,,19.0681022,72.8264504,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,iqbal azmi,,19.0636832,72.9187511,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Domino's,"V N Purav Marg, mumbai, 400071",19.0542862,72.8932735,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,lucky restaurant,"P.L. Lokhande Marg, MUMBAI, 400089",19.0612649,72.9067792,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sadguru,"Molax Bhavan, Chheda Nagar, Chembur, Mumbai, 400089",19.068838,72.9059636,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Abhinandan,,19.0961478,72.9151919,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,ram class,,19.0637195,72.9170082,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Amber,,19.0557033,72.8448243,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,jyoti restaurant,,19.0600003,72.911585,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,vadhavi resturant,,19.0485285,72.918976,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shiv Sagar,,19.0993472,72.8737316,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Vrindavan,,19.0691603,72.8394827,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sahara,,19.0796355,72.8799871,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Skyway,,19.0805957,72.8812014,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hotel Ravi Pure Veg,,19.0747496,72.8709793,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shubalaxmi,"Sion Trombay Road, 400088",19.0460553,72.9098383,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,GULAM MOHHAMED SHUBRATI BUILDING;suleman usman mithiwala,"A H Wadia Marg, MUMBAI, 400070",19.0621078,72.8769645,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sheetal Restaurant,,19.0647322,72.8823854,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,cafe nar restarunt,,19.064423,72.8818866,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,sawali hotel,,19.0630215,72.8828264,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Metro,,19.0604661,72.8727812,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Me So Happy,,19.0712279,72.8338775,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Light Of Bharat,,19.0242417,72.8376485,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Soda Bottle Opener Wala,,19.063466,72.862225,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Smokehouse Deli Pali,,19.0653991,72.8298816,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Bonobo,,19.0655802,72.8337567,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hard Rock Cafe,,19.0068256,72.8293695,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Tavaa Restaurant,,19.0596353,72.8324442,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Balaji Restaurant,,19.0551517,72.8307261,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Anil Lunch Home,"90 Feet Road, 400072",19.10144,72.8879711,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Cafe Dilshad,90 Feet Road,19.0992907,72.8878533,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Deep Punjab Dhaba,"Pipeline Road, Mumbai, 400072",19.1039038,72.8869689,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sigdi,"29th Road, Bandra, Mumbai, 400050",19.0615863,72.8333786,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Simply Delicious,"Lt Prakash Kotnis Path, Mumbai, 400016",19.0335658,72.839688,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Deepa Bar and Restaurant,"Jarimari Road, Bandra, Mumbai, 400050",19.0553221,72.8364634,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Pizza Hut,,19.0960851,72.8741102,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Stomach,"RK Patkar Marg (Waterfield Road), Bandra, Mumbai, 400050",19.0597451,72.8340932,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Ram Ashray South Indian,"Bhandarkar Road, 400019",19.0280158,72.8517121,restaurant,+91-22-2410-2623,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shiv Sagar Hotel,,19.0981963,72.8461004,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,And Chillis,,19.0388685,72.8422221,restaurant,022 2446 2483,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Gomantak Boarding House,"301, N C Kelkar Marg, Mumbai, 400028",19.0232897,72.8422028,restaurant,+91-22-2430-5631,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Elco Restaurant,,19.0558511,72.8331336,restaurant,+91-22-6587-7171,https://www.elcorestaurants.com/index.html,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jai Jawan (Khar branch),,19.0642496,72.8346675,restaurant,+91-22-6559-2112,https://www.jjfoods.com/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Ice and Spice,,19.0527402,72.8312867,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Ferry Wharf,"12, K C Marg, Mumbai, 400050",19.049285,72.8293764,restaurant,022 2641 0401,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Kobe Sizzlers,"Krishna Chandra Road (Hill Road), Mumbai, 400050",19.0546252,72.8259384,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jimme's Kitchen,"St Peter Road, Mumbai, 400050",19.0540379,72.8306343,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sahibaan,"Manuel Gonsalves Road, Mumbai, 400050",19.0592576,72.8294753,restaurant,022 3296 9618,https://www.sahibaan.com/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,New Sunrise Restaurant,"29, Pali Mala Road, Mumbai, 400050",19.063215,72.824601,restaurant,+91 22 2600 0310,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Yugo Sushi,"7, Pali Mala Road, Mumbai, 400050",19.0630814,72.8247526,restaurant,+91 97692 53378,https://www.toku-enterprises.com/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Bora Bora,,19.0979538,72.8271261,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Rajwada Thal™,,19.0655213,72.8616144,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Kailash Sarovar,,19.0654768,72.8616466,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Imbiss Meating Joint,"14, Varoda Cross Road, Mumbai, 400050",19.0538594,72.8297981,restaurant,+91 84549 46413,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Geeta Bhawan,,19.0607375,72.9003482,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jai Bhavani Restaurant,,19.0945851,72.8981416,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,A Rama Nayak's Shrikrishna Boarding,400019,19.0273999,72.850662,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Burn Bar and Kitchen,"Pinnacle Corporate Park, Kanzul Iman Road, Mumabi, 400051",19.0722688,72.8703023,restaurant,+919152042515 +918454880008,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sharda Bhavan,"Lakhamsi Nappu Road, Mumbai, 400019",19.0266841,72.8508606,restaurant,+91 22 24141271,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Cafe Gulshan,,19.0258324,72.8503463,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Snow Point,,19.0257457,72.8503732,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The Lab,"5, Navbhavna CHS, Swatantrya Veer Savarkar Marg, Mumbai, 400025",19.0160828,72.8281577,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shiv Sagar,,19.0987991,72.8278271,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Gurukripa,"Road No 24, Mumbai, 400022",19.042935,72.8618466,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shawarma's & More,,19.0770035,72.8659697,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hotel shraddha,,19.0455368,72.8647741,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,India Bistro,,19.0460434,72.9148183,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shai Cafe and Bar,,19.0455769,72.9032091,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,China Bistro,,19.0463004,72.9148868,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sadguru Veg Diet,,19.0456916,72.9020342,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hotel Popular,"Hingwala Lane, Mumbai, 400077",19.0821099,72.9099078,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Gurukrupa Restaurant,"Tilak Road, Mumbai, 400077",19.079705,72.9061157,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Achija Restaurant,"Mumbai, 400077",19.0801689,72.9054558,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Radha Krishna,,19.027895,72.8549919,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Marrakesh,400050,19.0511682,72.8276033,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,chaibucks,"chaibucks, Gulmohar Road, Mumbai, 400056",19.1030515,72.8368546,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Yoko Sizzlers,"Hill Road, Mumbai, 400050",19.0562679,72.83473,restaurant,+91 22 2640 1746,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Dadar Lucky Restaurant,"Gokhale Road, Mumbai, 400028",19.0184204,72.8355487,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Vaishali Family Restaurant & Bar,,19.0971989,72.8833512,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Indian Accent,,19.0643615,72.8662339,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,CinCin,,19.0608947,72.863034,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Yauatcha,,19.0609644,72.8628825,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Nara Thai,,19.0609555,72.8627457,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hitchki,,19.0695355,72.869828,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Kyma,,19.0603737,72.8653675,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sequel,,19.0603661,72.8651664,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Amazonia,,19.0593672,72.8650108,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Butterfly High,,19.0592821,72.8650856,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,O Pedro,,19.059327,72.8650376,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Origami Japanese & Korean Restaurant,,19.0611165,72.868149,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Lucky,,19.0538947,72.8377074,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shivsagar,,19.1000164,72.8739181,restaurant,,,,['wheelchair'],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Amey,,19.057386,72.8475215,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Belvedere,,19.0573721,72.8479721,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Pot Pourri,,19.0453834,72.9029559,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Lucky Restaurant,,19.0517597,72.9010567,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Koolar & Co,,19.0260654,72.8550383,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Paramount Restaurant,,19.0387603,72.8417951,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Woodside Inn,,19.0624758,72.829409,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Bombay Taco Company,,19.0603008,72.8311614,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The Coconut Boy,,19.0615782,72.830578,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Joseph's Tandoori Chicken,,19.0616818,72.8302955,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Kitchen Garden by Suzette,,19.0616694,72.8293209,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Project Hum,,19.061648,72.8289363,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hakkasan,,19.0606199,72.8345481,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Arbab,,19.0598873,72.834083,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Miya Kebabs,,19.0624232,72.8308606,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jhelum,,19.0629997,72.8294247,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sequel,,19.0654365,72.8305902,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Pizza Hut,,19.0655856,72.8327487,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Los Cavos,,19.0664847,72.8333221,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Dimsum Wu,,19.0514716,72.8283149,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The Bodhi Cafe,"Ground Floor, Parvati Niwas, Paranjape B Scheme, Road 2, Besides Datta Mandir, Vile Parle East, Mumbai, 400057",19.104092,72.8525816,restaurant,09550286477,https://thrivenow.in/the-bodhi-cafe/browse-menu/delivery,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sai Sagar,,19.054425,72.8375299,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Meraki,,19.0540834,72.8306392,restaurant,,https://www.merakichinese.in/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sheetal Bukhara,,19.0679012,72.8340037,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Little Italy,,19.0896644,72.8276046,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,China Gate,,19.0979816,72.8269836,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Copper Chimney,,19.1009916,72.8274055,restaurant,,https://www.copperchimney.in/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The Class Thali,,19.1026933,72.8270756,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hit n Run,,19.1032478,72.8270016,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,DP's Spice,,19.0601618,72.8437179,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jaihind Lunch Home,,19.0629944,72.8292602,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Pritam Da Dhaba,Juhu Tara Road,19.0913756,72.8278114,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Grandmama's Cafe,Juhu Tara Road,19.0913972,72.8277925,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Nityanand Family Restaurant,,19.0805224,72.8897014,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,KFC,,19.1037873,72.8867394,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Asia Kitchen,,19.1047449,72.8864514,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Al-baik.com,,19.0922998,72.8827211,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Apna Hotel,,19.0504142,72.8650434,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Peninsula Veg,,19.0427526,72.8644885,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hanuman Veg Restaurant,,19.0419569,72.8641543,restaurant,+912224091565,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Rehmat multi cuisine restaurant,,19.0387731,72.8509166,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Mercy Hotel,,19.0417268,72.85786,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sangam Hotel,,19.0481833,72.863567,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hotel Sitaram,,19.0831187,72.8851007,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Adarsha Family Restaurant,,19.0199692,72.8419124,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Tamnak Thai,,19.0252725,72.8354777,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Istanbul Darbar,,19.0790685,72.8799913,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Made over donuts,,19.0253693,72.8397943,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Green restaurant and bar,,19.0254993,72.8354998,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,PizzaExpress,,19.0692375,72.8694557,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Pizza Hut,,19.0251733,72.8415058,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,SHAHI Dessert and Fast Food Juice,,19.0824643,72.8822461,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Karizma Dhaba,,19.0770406,72.8780007,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Rajarajeswari Bhuvan Veg Delight,,19.0256904,72.8356382,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sunlight Restaurant,,19.0816717,72.8817638,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hanuman Hotel,,19.0807466,72.8961211,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Lark pure Veg Restaurant,,19.0799492,72.8956772,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hrezzo Restaurant,,19.0821531,72.8953863,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Carter Road Social,,19.0705997,72.822656,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The House Of Massimo,,19.0707048,72.8228962,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Border Bean Barbecue,,19.0489652,72.8287928,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,QJ (Quarter Junction) Bar and Restaurant,,19.0489366,72.8287341,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sesame,"1005, Juhu Tara Road, Mumbai, 400049",19.0917027,72.8279597,restaurant,86578 84964,https://www.hyatt.com/hyatt-centric/mumct-hyatt-centric-juhu-mumbai/dining,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The Cram Bar,,19.0955218,72.8761889,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Mani's,"8, D K Sandu Marg, Mumbai, 400071",19.061043,72.8985203,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Nxt Level All Day Chembur,,19.0466766,72.9069856,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Zima,"Off linking Road, Near National College, Bandra West, Mumbai, Maharashtra 400050, Mumbai, 400050",19.0637688,72.8365002,restaurant,+919930888880,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Love in Langos,,19.0496371,72.8300463,restaurant,+91 93210 55321,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Maaji's Foods,,19.0531004,72.8319027,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Tiger Yaki,,19.061944,72.8244934,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shree Sagar Veg Restaurant,,19.0624039,72.8305854,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,House Of Misal,"301, N C Kelkar Marg",19.0223451,72.8424101,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,The South Spice,,19.052066,72.8284465,restaurant,+91 89761 98832,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Bharat Cafe,"near ghatkopar station, Shraddhanand Road, mumbai, 400077",19.0856764,72.9074165,restaurant,+91 0123 4567 89,https://bharatcafe.com,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Triospice Restaurant (Roof Top),"7th Floor, Neelyog Cine Plaza,, Opp Ghatkopar East Railway Station, R.B mehta marg, Mumbai, 400077",19.0852202,72.9090456,restaurant,+918976072766,https://triospice.com/,,"['parking', 'wheelchair']",2025-05-24 00:05:24
OpenStreetMapScraper,,,,Izumi,,19.0643147,72.8329755,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,5 Spice,,19.0680108,72.8323909,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Jai Jawan,,19.0680214,72.8323561,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Meghdoot Restaurant & Bar,"Station Road, 400086",19.087103,72.9087019,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Milagro Mumbai,"Swatantrya Veer Savarkar Marg, 400025",19.0138781,72.8245896,restaurant,+91 9167779103,https://milagromumbai.com/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,mani's,,19.0227431,72.8494997,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Santa Maria,,19.054271,72.8266001,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Chinar Bar and Restaurant,,19.0607493,72.8500616,restaurant,+918652467003,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Royal China,,19.0534591,72.8241094,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Ahar Restaurant,,19.0273921,72.8563206,restaurant,,,,[],2025-05-24 00:05:24
